"Commune_insee","Relief"
"45033","Plaine"
"45037","Plaine"
"45041","Plaine"
"45042","Plaine"
"45047","Plaine"
"45051","Plaine"
"45070","Plaine"
"45073","Plaine"
"45075","Plaine"
"45076","Plaine"
"45079","Plaine"
"45086","Plaine"
"45095","Plaine"
"45097","Plaine"
"45101","Plaine"
"45105","Plaine"
"45112","Plaine"
"45120","Plaine"
"45122","Plaine"
"45123","Plaine"
"45126","Plaine"
"45139","Plaine"
"45145","Plaine"
"45151","Plaine"
"45153","Plaine"
"45155","Plaine"
"45156","Plaine"
"45159","Plaine"
"45160","Plaine"
"45166","Plaine"
"45183","Plaine"
"45195","Plaine"
"45198","Plaine"
"45202","Plaine"
"45209","Plaine"
"45223","Plaine"
"45224","Plaine"
"45231","Plaine"
"45234","Plaine"
"45239","Plaine"
"45251","Bas plateaux-colines"
"45259","Plaine"
"45261","Plaine"
"45276","Plaine"
"45277","Plaine"
"45281","Plaine"
"45284","Plaine"
"45297","Plaine"
"45302","Plaine"
"45306","Plaine"
"45309","Plaine"
"45310","Plaine"
"45316","Plaine"
"45325","Plaine"
"45329","Plaine"
"45340","Plaine"
"45344","Plaine"
"45346","Plaine"
"46002","Bas plateaux-colines"
"46004","Bas plateaux-colines"
"46006","Bas plateaux-colines"
"46010","Bas plateaux-colines"
"46015","Bas plateaux-colines"
"46016","Bas plateaux-colines"
"46020","Bas plateaux-colines"
"46026","Bas plateaux-colines"
"46029","Plaine"
"46043","Bas plateaux-colines"
"46045","Bas plateaux-colines"
"46047","Bas plateaux-colines"
"46049","Bas plateaux-colines"
"46050","Bas plateaux-colines"
"46051","Bas plateaux-colines"
"46056","Bas plateaux-colines"
"46057","Bas plateaux-colines"
"46058","Bas plateaux-colines"
"46060","Bas plateaux-colines"
"46061","Bas plateaux-colines"
"46063","Bas plateaux-colines"
"46064","Bas plateaux-colines"
"46069","Bas plateaux-colines"
"46073","Bas plateaux-colines"
"46074","Plaine"
"46081","Bas plateaux-colines"
"46082","Bas plateaux-colines"
"46089","Plaine"
"46097","Bas plateaux-colines"
"46102","Bas plateaux-colines"
"46103","Bas plateaux-colines"
"46117","Bas plateaux-colines"
"46120","Bas plateaux-colines"
"46125","Hauts plateaux"
"46130","Plaine"
"46135","Hauts plateaux"
"46137","Bas plateaux-colines"
"46139","Hauts plateaux"
"46151","Bas plateaux-colines"
"46152","Plaine"
"46164","Bas plateaux-colines"
"46178","Bas plateaux-colines"
"46181","Bas plateaux-colines"
"46186","Plaine"
"46193","Bas plateaux-colines"
"46196","Bas plateaux-colines"
"46208","Bas plateaux-colines"
"46209","Plaine"
"46211","Bas plateaux-colines"
"46212","Bas plateaux-colines"
"46214","Plaine"
"46218","Plaine"
"46220","Plaine"
"46222","Bas plateaux-colines"
"46226","Bas plateaux-colines"
"46234","Bas plateaux-colines"
"46237","Bas plateaux-colines"
"46247","Bas plateaux-colines"
"46249","Bas plateaux-colines"
"46251","Bas plateaux-colines"
"46256","Bas plateaux-colines"
"46257","Plaine"
"46258","Bas plateaux-colines"
"46262","Bas plateaux-colines"
"46263","Bas plateaux-colines"
"46265","Plaine"
"46267","Bas plateaux-colines"
"46272","Bas plateaux-colines"
"46310","Bas plateaux-colines"
"46313","Plaine"
"46322","Bas plateaux-colines"
"46324","Bas plateaux-colines"
"46334","Bas plateaux-colines"
"46336","Plaine"
"46338","Hauts plateaux"
"47002","Plaine"
"47006","Plaine"
"47016","Plaine"
"47017","Plaine"
"47018","Plaine"
"47027","Plaine"
"47036","Plaine"
"47038","Plaine"
"47039","Plaine"
"47041","Plaine"
"47042","Plaine"
"47044","Plaine"
"47051","Plaine"
"47058","Plaine"
"47060","Plaine"
"47062","Plaine"
"47068","Plaine"
"47069","Plaine"
"47071","Plaine"
"47073","Plaine"
"47075","Plaine"
"47077","Plaine"
"47084","Plaine"
"47091","Plaine"
"47103","Plaine"
"47106","Plaine"
"47113","Plaine"
"47122","Plaine"
"47127","Plaine"
"47128","Plaine"
"47130","Plaine"
"47137","Plaine"
"47140","Plaine"
"47144","Plaine"
"47151","Plaine"
"47156","Plaine"
"47167","Plaine"
"47171","Plaine"
"47172","Plaine"
"47173","Plaine"
"47178","Plaine"
"47191","Plaine"
"47205","Plaine"
"47224","Plaine"
"47225","Plaine"
"47229","Plaine"
"47233","Plaine"
"47234","Plaine"
"47235","Plaine"
"47250","Plaine"
"47254","Plaine"
"47255","Plaine"
"47257","Plaine"
"47259","Plaine"
"47269","Plaine"
"47272","Plaine"
"47281","Plaine"
"47286","Plaine"
"47298","Plaine"
"47301","Plaine"
"47307","Bas plateaux-colines"
"47315","Plaine"
"47323","Plaine"
"47324","Plaine"
"47327","Plaine"
"47328","Plaine"
"48003","Moyenne montagne"
"48004","Moyenne montagne"
"48007","Moyenne montagne"
"48046","Hauts plateaux"
"48053","Moyenne montagne"
"48061","Hauts plateaux"
"48063","Moyenne montagne"
"48065","Hauts plateaux"
"48067","Hauts plateaux"
"48069","Moyenne montagne"
"48070","Moyenne montagne"
"48073","Moyenne montagne"
"48077","Moyenne montagne"
"48080","Hauts plateaux"
"48091","Moyenne montagne"
"48094","Hauts plateaux"
"48095","Hauts plateaux"
"48097","Bas plateaux-colines"
"48105","Hauts plateaux"
"48123","Moyenne montagne"
"48126","Moyenne montagne"
"48132","Moyenne montagne"
"48135","Hauts plateaux"
"48139","Hauts plateaux"
"48148","Bas plateaux-colines"
"48149","Moyenne montagne"
"48150","Moyenne montagne"
"48151","Moyenne montagne"
"48153","Moyenne montagne"
"48155","Hauts plateaux"
"48157","Hauts plateaux"
"48166","Hauts plateaux"
"48168","Hauts plateaux"
"48169","Hauts plateaux"
"48174","Moyenne montagne"
"48175","Hauts plateaux"
"48181","Hauts plateaux"
"48190","Moyenne montagne"
"49003","Plaine"
"49008","Plaine"
"49023","Plaine"
"49027","Plaine"
"49028","Plaine"
"49041","Plaine"
"49067","Plaine"
"49068","Plaine"
"49114","Plaine"
"49123","Plaine"
"49130","Plaine"
"49132","Plaine"
"49138","Plaine"
"49155","Plaine"
"49211","Plaine"
"49216","Plaine"
"49218","Plaine"
"49219","Plaine"
"49241","Plaine"
"49262","Plaine"
"49288","Plaine"
"49307","Plaine"
"49326","Plaine"
"49333","Plaine"
"49339","Plaine"
"49355","Plaine"
"49358","Plaine"
"49367","Plaine"
"49373","Plaine"
"50002","Plaine"
"50004","Plaine"
"50008","Plaine"
"50016","Plaine"
"50024","Plaine"
"50027","Plaine"
"50028","Plaine"
"50031","Plaine"
"50033","Plaine"
"50045","Plaine"
"50048","Plaine"
"50059","Plaine"
"50079","Plaine"
"50092","Plaine"
"50094","Plaine"
"50106","Plaine"
"50110","Plaine"
"50112","Plaine"
"50120","Plaine"
"50135","Plaine"
"50148","Plaine"
"50149","Plaine"
"50150","Plaine"
"50156","Plaine"
"50158","Plaine"
"50162","Plaine"
"50166","Plaine"
"50168","Plaine"
"50175","Plaine"
"50183","Plaine"
"50192","Plaine"
"50196","Plaine"
"50215","Plaine"
"50217","Plaine"
"50227","Plaine"
"50238","Plaine"
"50243","Plaine"
"50251","Plaine"
"50259","Plaine"
"50262","Plaine"
"50268","Plaine"
"50294","Plaine"
"50302","Plaine"
"50326","Plaine"
"50328","Plaine"
"50335","Plaine"
"50336","Plaine"
"50342","Plaine"
"50345","Plaine"
"50356","Plaine"
"50364","Plaine"
"50368","Plaine"
"50371","Bas plateaux-colines"
"50379","Plaine"
"50388","Plaine"
"50389","Plaine"
"50397","Bas plateaux-colines"
"50401","Plaine"
"50409","Plaine"
"50412","Plaine"
"50426","Plaine"
"50433","Plaine"
"50435","Plaine"
"50442","Plaine"
"50445","Plaine"
"50450","Bas plateaux-colines"
"50453","Plaine"
"50456","Bas plateaux-colines"
"50471","Plaine"
"50472","Plaine"
"50478","Plaine"
"50483","Plaine"
"50495","Plaine"
"50509","Plaine"
"50513","Plaine"
"50518","Plaine"
"50535","Plaine"
"50543","Plaine"
"50549","Plaine"
"01001","Bas plateaux-colines"
"01014","Hauts plateaux"
"01035","Hauts plateaux"
"01040","Bas plateaux-colines"
"01044","Hauts plateaux"
"01045","Bas plateaux-colines"
"01046","Plaine"
"01051","Bas plateaux-colines"
"01061","Bas plateaux-colines"
"01063","Bas plateaux-colines"
"01064","Bas plateaux-colines"
"01067","Hauts plateaux"
"01075","Bas plateaux-colines"
"01077","Hauts plateaux"
"01090","Bas plateaux-colines"
"01094","Plaine"
"01100","Hauts plateaux"
"01104","Moyenne montagne"
"01105","Bas plateaux-colines"
"01110","Bas plateaux-colines"
"01116","Bas plateaux-colines"
"01124","Bas plateaux-colines"
"01127","Bas plateaux-colines"
"01139","Plaine"
"01141","Bas plateaux-colines"
"01146","Bas plateaux-colines"
"01157","Plaine"
"01158","Hauts plateaux"
"01167","Plaine"
"01183","Plaine"
"01184","Bas plateaux-colines"
"01185","Hauts plateaux"
"01219","Hauts plateaux"
"01224","Plaine"
"01227","Bas plateaux-colines"
"01236","Bas plateaux-colines"
"01267","Hauts plateaux"
"01268","Bas plateaux-colines"
"01273","Bas plateaux-colines"
"01277","Hauts plateaux"
"01283","Hauts plateaux"
"01284","Plaine"
"01288","Hauts plateaux"
"01296","Bas plateaux-colines"
"01319","Bas plateaux-colines"
"01321","Bas plateaux-colines"
"01331","Hauts plateaux"
"01335","Bas plateaux-colines"
"01337","Plaine"
"01338","Bas plateaux-colines"
"01339","Plaine"
"01353","Bas plateaux-colines"
"01354","Bas plateaux-colines"
"01361","Bas plateaux-colines"
"01362","Bas plateaux-colines"
"01369","Bas plateaux-colines"
"01370","Plaine"
"01379","Bas plateaux-colines"
"01384","Hauts plateaux"
"01386","Bas plateaux-colines"
"01389","Bas plateaux-colines"
"01391","Bas plateaux-colines"
"01415","Bas plateaux-colines"
"01422","Bas plateaux-colines"
"01427","Plaine"
"01441","Hauts plateaux"
"01450","Bas plateaux-colines"
"01457","Bas plateaux-colines"
"02009","Plaine"
"02019","Plaine"
"02021","Plaine"
"02029","Plaine"
"02036","Plaine"
"02043","Plaine"
"02047","Plaine"
"02063","Plaine"
"02071","Plaine"
"02088","Plaine"
"02093","Plaine"
"02096","Plaine"
"02101","Plaine"
"02102","Plaine"
"02106","Plaine"
"02107","Plaine"
"02108","Plaine"
"02118","Plaine"
"02122","Plaine"
"02132","Plaine"
"02135","Bas plateaux-colines"
"02146","Plaine"
"02148","Plaine"
"02149","Plaine"
"02152","Plaine"
"02155","Plaine"
"02158","Plaine"
"02159","Plaine"
"02164","Plaine"
"02166","Plaine"
"02167","Plaine"
"02169","Plaine"
"02175","Plaine"
"02179","Plaine"
"02188","Plaine"
"02190","Plaine"
"02195","Plaine"
"02201","Plaine"
"02210","Plaine"
"02213","Plaine"
"02219","Plaine"
"02222","Plaine"
"02224","Plaine"
"02231","Plaine"
"02232","Plaine"
"02255","Plaine"
"02257","Plaine"
"02260","Plaine"
"02263","Plaine"
"02265","Bas plateaux-colines"
"02268","Plaine"
"02271","Plaine"
"02279","Plaine"
"02280","Plaine"
"02287","Plaine"
"02293","Plaine"
"02296","Plaine"
"02302","Plaine"
"02305","Plaine"
"02311","Plaine"
"02318","Plaine"
"02333","Plaine"
"02335","Plaine"
"02350","Plaine"
"02356","Plaine"
"02362","Plaine"
"02366","Plaine"
"02368","Plaine"
"02380","Plaine"
"02384","Plaine"
"02387","Plaine"
"02390","Plaine"
"02395","Plaine"
"02413","Plaine"
"02428","Plaine"
"02429","Plaine"
"02430","Plaine"
"02432","Plaine"
"02447","Plaine"
"02464","Plaine"
"02467","Plaine"
"02471","Plaine"
"02506","Plaine"
"02513","Plaine"
"02516","Plaine"
"02517","Plaine"
"02524","Plaine"
"02532","Plaine"
"02534","Plaine"
"02540","Bas plateaux-colines"
"02542","Plaine"
"02545","Plaine"
"02557","Plaine"
"02564","Plaine"
"02569","Plaine"
"02571","Plaine"
"02572","Plaine"
"02578","Plaine"
"02591","Plaine"
"02593","Plaine"
"02596","Plaine"
"02598","Plaine"
"02601","Plaine"
"02615","Plaine"
"02617","Plaine"
"02621","Plaine"
"02626","Plaine"
"02628","Plaine"
"02631","Plaine"
"02633","Plaine"
"02643","Plaine"
"02644","Plaine"
"02654","Plaine"
"02659","Plaine"
"02660","Plaine"
"02670","Plaine"
"02673","Plaine"
"02674","Plaine"
"02676","Plaine"
"02678","Plaine"
"02683","Plaine"
"02690","Plaine"
"02694","Plaine"
"02701","Plaine"
"02709","Plaine"
"02721","Plaine"
"02729","Plaine"
"02741","Plaine"
"02746","Plaine"
"02759","Plaine"
"02761","Plaine"
"02766","Plaine"
"02774","Plaine"
"02779","Plaine"
"02783","Plaine"
"02787","Plaine"
"02795","Plaine"
"02799","Plaine"
"02807","Plaine"
"02812","Plaine"
"02831","Bas plateaux-colines"
"02832","Plaine"
"03006","Hauts plateaux"
"03011","Bas plateaux-colines"
"03014","Bas plateaux-colines"
"03021","Bas plateaux-colines"
"03025","Bas plateaux-colines"
"03033","Bas plateaux-colines"
"03037","Bas plateaux-colines"
"03038","Bas plateaux-colines"
"03049","Bas plateaux-colines"
"03054","Bas plateaux-colines"
"03060","Bas plateaux-colines"
"03068","Bas plateaux-colines"
"03069","Bas plateaux-colines"
"03081","Bas plateaux-colines"
"03082","Bas plateaux-colines"
"03085","Bas plateaux-colines"
"03086","Bas plateaux-colines"
"03088","Bas plateaux-colines"
"03091","Bas plateaux-colines"
"03103","Bas plateaux-colines"
"03108","Hauts plateaux"
"03115","Bas plateaux-colines"
"03120","Bas plateaux-colines"
"03128","Bas plateaux-colines"
"03135","Hauts plateaux"
"03139","Hauts plateaux"
"03140","Bas plateaux-colines"
"03142","Bas plateaux-colines"
"03146","Bas plateaux-colines"
"03149","Bas plateaux-colines"
"03152","Bas plateaux-colines"
"03154","Bas plateaux-colines"
"03162","Bas plateaux-colines"
"03174","Bas plateaux-colines"
"03176","Bas plateaux-colines"
"03180","Bas plateaux-colines"
"03188","Bas plateaux-colines"
"03191","Bas plateaux-colines"
"03195","Bas plateaux-colines"
"03197","Bas plateaux-colines"
"03200","Bas plateaux-colines"
"03201","Bas plateaux-colines"
"03204","Bas plateaux-colines"
"03209","Bas plateaux-colines"
"03211","Bas plateaux-colines"
"03212","Bas plateaux-colines"
"03213","Bas plateaux-colines"
"03215","Bas plateaux-colines"
"03220","Bas plateaux-colines"
"03222","Bas plateaux-colines"
"03225","Bas plateaux-colines"
"03226","Bas plateaux-colines"
"03238","Bas plateaux-colines"
"03240","Bas plateaux-colines"
"03241","Bas plateaux-colines"
"03242","Bas plateaux-colines"
"03255","Bas plateaux-colines"
"03259","Bas plateaux-colines"
"03265","Bas plateaux-colines"
"03266","Bas plateaux-colines"
"03271","Bas plateaux-colines"
"03272","Bas plateaux-colines"
"03277","Bas plateaux-colines"
"03278","Bas plateaux-colines"
"03279","Bas plateaux-colines"
"03282","Bas plateaux-colines"
"03288","Bas plateaux-colines"
"03289","Bas plateaux-colines"
"03290","Bas plateaux-colines"
"03297","Bas plateaux-colines"
"03315","Bas plateaux-colines"
"03316","Bas plateaux-colines"
"03321","Bas plateaux-colines"
"04001","Hauts plateaux"
"04007","Moyenne montagne"
"04017","Moyenne montagne"
"04027","Hauts plateaux"
"04035","Hauts plateaux"
"04045","Bas plateaux-colines"
"04057","Hauts plateaux"
"04063","Bas plateaux-colines"
"04070","Hauts plateaux"
"04074","Hauts plateaux"
"04076","Hauts plateaux"
"04077","Hauts plateaux"
"04095","Moyenne montagne"
"04096","Haute montagne"
"04106","Bas plateaux-colines"
"04107","Moyenne montagne"
"04116","Hauts plateaux"
"04124","Hauts plateaux"
"04133","Moyenne montagne"
"04145","Hauts plateaux"
"04151","Bas plateaux-colines"
"04156","Hauts plateaux"
"04169","Moyenne montagne"
"04170","Hauts plateaux"
"04179","Moyenne montagne"
"04180","Hauts plateaux"
"04194","Hauts plateaux"
"04195","Moyenne montagne"
"04201","Hauts plateaux"
"04206","Hauts plateaux"
"04214","Moyenne montagne"
"04218","Moyenne montagne"
"04235","Moyenne montagne"
"04242","Bas plateaux-colines"
"05004","Moyenne montagne"
"05009","Moyenne montagne"
"05023","Moyenne montagne"
"05025","Moyenne montagne"
"05029","Moyenne montagne"
"05032","Haute montagne"
"05033","Hauts plateaux"
"05037","Hauts plateaux"
"05039","Moyenne montagne"
"05040","Moyenne montagne"
"05052","Moyenne montagne"
"05058","Haute montagne"
"05065","Moyenne montagne"
"05066","Moyenne montagne"
"05072","Moyenne montagne"
"05076","Hauts plateaux"
"05079","Haute montagne"
"05080","Moyenne montagne"
"05081","Moyenne montagne"
"05090","Moyenne montagne"
"05091","Hauts plateaux"
"05098","Haute montagne"
"05099","Hauts plateaux"
"05101","Haute montagne"
"05103","Hauts plateaux"
"05115","Hauts plateaux"
"05116","Moyenne montagne"
"05142","Moyenne montagne"
"05145","Moyenne montagne"
"05151","Moyenne montagne"
"05153","Moyenne montagne"
"05156","Moyenne montagne"
"05160","Hauts plateaux"
"05164","Moyenne montagne"
"05167","Hauts plateaux"
"05174","Moyenne montagne"
"05178","Hauts plateaux"
"06006","Bas plateaux-colines"
"06009","Hauts plateaux"
"06011","Plaine"
"06012","Bas plateaux-colines"
"06013","Moyenne montagne"
"06018","Plaine"
"06021","Bas plateaux-colines"
"06023","Hauts plateaux"
"06026","Hauts plateaux"
"06028","Moyenne montagne"
"06030","Plaine"
"06033","Bas plateaux-colines"
"06037","Moyenne montagne"
"06040","Moyenne montagne"
"06044","Plaine"
"06045","Hauts plateaux"
"06046","Bas plateaux-colines"
"06052","Hauts plateaux"
"06056","Haute montagne"
"06057","Hauts plateaux"
"06070","Moyenne montagne"
"06076","Moyenne montagne"
"06078","Hauts plateaux"
"06083","Plaine"
"06084","Plaine"
"06100","Hauts plateaux"
"06101","Hauts plateaux"
"06105","Bas plateaux-colines"
"06112","Bas plateaux-colines"
"06113","Hauts plateaux"
"06119","Haute montagne"
"06123","Plaine"
"06127","Moyenne montagne"
"06129","Moyenne montagne"
"06134","Moyenne montagne"
"06136","Hauts plateaux"
"06140","Bas plateaux-colines"
"06148","Hauts plateaux"
"06151","Hauts plateaux"
"06154","Moyenne montagne"
"06157","Hauts plateaux"
"06158","Hauts plateaux"
"06160","Moyenne montagne"
"07014","Hauts plateaux"
"07019","Bas plateaux-colines"
"07020","Bas plateaux-colines"
"07022","Plaine"
"07025","Hauts plateaux"
"07030","Hauts plateaux"
"07037","Moyenne montagne"
"07038","Moyenne montagne"
"07049","Moyenne montagne"
"07053","Plaine"
"07054","Hauts plateaux"
"07058","Bas plateaux-colines"
"07061","Plaine"
"07066","Bas plateaux-colines"
"07083","Bas plateaux-colines"
"07087","Bas plateaux-colines"
"07089","Bas plateaux-colines"
"07091","Bas plateaux-colines"
"07103","Hauts plateaux"
"07105","Moyenne montagne"
"07117","Bas plateaux-colines"
"07126","Bas plateaux-colines"
"07129","Hauts plateaux"
"07137","Moyenne montagne"
"07139","Hauts plateaux"
"07147","Hauts plateaux"
"07149","Hauts plateaux"
"07162","Bas plateaux-colines"
"07168","Bas plateaux-colines"
"07173","Moyenne montagne"
"07185","Hauts plateaux"
"07199","Bas plateaux-colines"
"07202","Hauts plateaux"
"07209","Moyenne montagne"
"07213","Hauts plateaux"
"07216","Hauts plateaux"
"07220","Hauts plateaux"
"07228","Bas plateaux-colines"
"07232","Moyenne montagne"
"07234","Bas plateaux-colines"
"07239","Hauts plateaux"
"07242","Hauts plateaux"
"07244","Hauts plateaux"
"07245","Bas plateaux-colines"
"07260","Bas plateaux-colines"
"07262","Hauts plateaux"
"07270","Bas plateaux-colines"
"07275","Hauts plateaux"
"07278","Bas plateaux-colines"
"07284","Hauts plateaux"
"07293","Hauts plateaux"
"07302","Bas plateaux-colines"
"07304","Plaine"
"07308","Bas plateaux-colines"
"07315","Hauts plateaux"
"07325","Bas plateaux-colines"
"07326","Moyenne montagne"
"07340","Bas plateaux-colines"
"07343","Bas plateaux-colines"
"08006","Plaine"
"08017","Plaine"
"08019","Bas plateaux-colines"
"08021","Plaine"
"08026","Bas plateaux-colines"
"08028","Bas plateaux-colines"
"08035","Plaine"
"08036","Plaine"
"08039","Plaine"
"08040","Plaine"
"08044","Plaine"
"08049","Bas plateaux-colines"
"08052","Bas plateaux-colines"
"08056","Plaine"
"08065","Bas plateaux-colines"
"08070","Plaine"
"08073","Bas plateaux-colines"
"08078","Bas plateaux-colines"
"08097","Plaine"
"08099","Bas plateaux-colines"
"08103","Plaine"
"08107","Plaine"
"08135","Plaine"
"08137","Bas plateaux-colines"
"08153","Bas plateaux-colines"
"08162","Bas plateaux-colines"
"08166","Bas plateaux-colines"
"08169","Bas plateaux-colines"
"08183","Plaine"
"08189","Bas plateaux-colines"
"08197","Plaine"
"08200","Plaine"
"08203","Bas plateaux-colines"
"08207","Plaine"
"08208","Plaine"
"08209","Plaine"
"08210","Plaine"
"08217","Bas plateaux-colines"
"08234","Plaine"
"08239","Plaine"
"08240","Plaine"
"08244","Plaine"
"08248","Bas plateaux-colines"
"08250","Plaine"
"08256","Plaine"
"08263","Plaine"
"08268","Bas plateaux-colines"
"08272","Bas plateaux-colines"
"08274","Plaine"
"08277","Bas plateaux-colines"
"08278","Bas plateaux-colines"
"08279","Plaine"
"08283","Bas plateaux-colines"
"08284","Bas plateaux-colines"
"08286","Plaine"
"08291","Bas plateaux-colines"
"08297","Bas plateaux-colines"
"08300","Bas plateaux-colines"
"08302","Bas plateaux-colines"
"08306","Plaine"
"08307","Plaine"
"08316","Bas plateaux-colines"
"08317","Plaine"
"08321","Plaine"
"08332","Bas plateaux-colines"
"08343","Plaine"
"08354","Bas plateaux-colines"
"08369","Plaine"
"08375","Plaine"
"08383","Plaine"
"08398","Plaine"
"08400","Bas plateaux-colines"
"08411","Plaine"
"08424","Bas plateaux-colines"
"08439","Plaine"
"08448","Bas plateaux-colines"
"08451","Plaine"
"08456","Bas plateaux-colines"
"08470","Plaine"
"08486","Plaine"
"08487","Bas plateaux-colines"
"08490","Plaine"
"08491","Bas plateaux-colines"
"08492","Plaine"
"08499","Plaine"
"08501","Bas plateaux-colines"
"08503","Bas plateaux-colines"
"09003","Hauts plateaux"
"09004","Moyenne montagne"
"09005","Hauts plateaux"
"09007","Hauts plateaux"
"09019","Bas plateaux-colines"
"09021","Bas plateaux-colines"
"09047","Hauts plateaux"
"09049","Hauts plateaux"
"09052","Bas plateaux-colines"
"09075","Bas plateaux-colines"
"09082","Hauts plateaux"
"09084","Bas plateaux-colines"
"09085","Hauts plateaux"
"09086","Bas plateaux-colines"
"09089","Bas plateaux-colines"
"09090","Bas plateaux-colines"
"09091","Hauts plateaux"
"09093","Hauts plateaux"
"09095","Hauts plateaux"
"09098","Hauts plateaux"
"09104","Bas plateaux-colines"
"09106","Hauts plateaux"
"09111","Hauts plateaux"
"09120","Bas plateaux-colines"
"09126","Moyenne montagne"
"09132","Bas plateaux-colines"
"09143","Moyenne montagne"
"09156","Moyenne montagne"
"09157","Bas plateaux-colines"
"09163","Bas plateaux-colines"
"09168","Bas plateaux-colines"
"09174","Bas plateaux-colines"
"09186","Bas plateaux-colines"
"09189","Moyenne montagne"
"09192","Moyenne montagne"
"09198","Bas plateaux-colines"
"09203","Bas plateaux-colines"
"09225","Bas plateaux-colines"
"09226","Moyenne montagne"
"09227","Hauts plateaux"
"09232","Moyenne montagne"
"09236","Hauts plateaux"
"09245","Bas plateaux-colines"
"09246","Hauts plateaux"
"09258","Bas plateaux-colines"
"09262","Hauts plateaux"
"09272","Hauts plateaux"
"09273","Bas plateaux-colines"
"09283","Moyenne montagne"
"09284","Bas plateaux-colines"
"09290","Moyenne montagne"
"09291","Moyenne montagne"
"09296","Hauts plateaux"
"09298","Moyenne montagne"
"09301","Hauts plateaux"
"09306","Hauts plateaux"
"09321","Hauts plateaux"
"09330","Moyenne montagne"
"09331","Bas plateaux-colines"
"10004","Plaine"
"10014","Plaine"
"10017","Plaine"
"10019","Plaine"
"10030","Plaine"
"10034","Bas plateaux-colines"
"10035","Bas plateaux-colines"
"10038","Plaine"
"10041","Bas plateaux-colines"
"10045","Bas plateaux-colines"
"10046","Plaine"
"10048","Bas plateaux-colines"
"10049","Plaine"
"10051","Bas plateaux-colines"
"10052","Plaine"
"10054","Plaine"
"10063","Plaine"
"10065","Plaine"
"10069","Bas plateaux-colines"
"10077","Plaine"
"10078","Plaine"
"10081","Plaine"
"10083","Plaine"
"10084","Plaine"
"10085","Plaine"
"10087","Bas plateaux-colines"
"10099","Plaine"
"10104","Plaine"
"10109","Plaine"
"10112","Bas plateaux-colines"
"10115","Plaine"
"10117","Plaine"
"10126","Plaine"
"10130","Plaine"
"10132","Plaine"
"10133","Plaine"
"10156","Plaine"
"10165","Plaine"
"10166","Plaine"
"10176","Bas plateaux-colines"
"10178","Plaine"
"10182","Bas plateaux-colines"
"10194","Bas plateaux-colines"
"10201","Plaine"
"10206","Plaine"
"10210","Plaine"
"10220","Plaine"
"10226","Plaine"
"10230","Plaine"
"10232","Plaine"
"10238","Plaine"
"10239","Plaine"
"10240","Plaine"
"10247","Plaine"
"10262","Bas plateaux-colines"
"10264","Bas plateaux-colines"
"10265","Plaine"
"10271","Plaine"
"10278","Bas plateaux-colines"
"10280","Plaine"
"10294","Plaine"
"10299","Plaine"
"10300","Plaine"
"10303","Plaine"
"10304","Plaine"
"10307","Bas plateaux-colines"
"10315","Plaine"
"10317","Bas plateaux-colines"
"10320","Plaine"
"10324","Plaine"
"10326","Plaine"
"10329","Plaine"
"10340","Plaine"
"10352","Plaine"
"10355","Plaine"
"10356","Plaine"
"10372","Plaine"
"10376","Plaine"
"10380","Plaine"
"10383","Plaine"
"10388","Plaine"
"10392","Plaine"
"10396","Bas plateaux-colines"
"10397","Bas plateaux-colines"
"10401","Plaine"
"10403","Plaine"
"10405","Plaine"
"10409","Plaine"
"10420","Plaine"
"10426","Bas plateaux-colines"
"10430","Plaine"
"10440","Bas plateaux-colines"
"11002","Plaine"
"11006","Bas plateaux-colines"
"11009","Plaine"
"11015","Bas plateaux-colines"
"11017","Hauts plateaux"
"11018","Bas plateaux-colines"
"11019","Hauts plateaux"
"11024","Plaine"
"11032","Bas plateaux-colines"
"11036","Hauts plateaux"
"11037","Plaine"
"11039","Bas plateaux-colines"
"11052","Bas plateaux-colines"
"11054","Hauts plateaux"
"11066","Moyenne montagne"
"11074","Bas plateaux-colines"
"11078","Bas plateaux-colines"
"11079","Hauts plateaux"
"11083","Bas plateaux-colines"
"11085","Plaine"
"11089","Bas plateaux-colines"
"11092","Hauts plateaux"
"11095","Bas plateaux-colines"
"11117","Bas plateaux-colines"
"11118","Bas plateaux-colines"
"11124","Plaine"
"11125","Bas plateaux-colines"
"11135","Moyenne montagne"
"11139","Bas plateaux-colines"
"11142","Hauts plateaux"
"11147","Moyenne montagne"
"11153","Plaine"
"11154","Hauts plateaux"
"11156","Bas plateaux-colines"
"11160","Hauts plateaux"
"11162","Bas plateaux-colines"
"11165","Hauts plateaux"
"11170","Plaine"
"11173","Bas plateaux-colines"
"11174","Bas plateaux-colines"
"11176","Bas plateaux-colines"
"11186","Bas plateaux-colines"
"11188","Plaine"
"11189","Hauts plateaux"
"11190","Plaine"
"11193","Bas plateaux-colines"
"11197","Bas plateaux-colines"
"11207","Bas plateaux-colines"
"11211","Bas plateaux-colines"
"11215","Plaine"
"11218","Bas plateaux-colines"
"11224","Hauts plateaux"
"11227","Bas plateaux-colines"
"11245","Bas plateaux-colines"
"11248","Bas plateaux-colines"
"11253","Bas plateaux-colines"
"11254","Bas plateaux-colines"
"11255","Plaine"
"11257","Bas plateaux-colines"
"11258","Plaine"
"11261","Plaine"
"11264","Plaine"
"11265","Moyenne montagne"
"11266","Plaine"
"11274","Bas plateaux-colines"
"11275","Bas plateaux-colines"
