Région siège,Département siège,Arrondissement siège,Commune siège,N° SIREN,Nom du groupement,Nature juridique,Syndicat à la carte,Groupement interdépartemental,Date de création,Date d'effet,Mode de répartition des sièges,Autre mode de répartition des sièges,Nombre de membres,Population,Nombre de compétences exercées,Mode de financement,DGF Bonifiée,DSC,REOM,Autre redevance,TEOM,Autre taxe,Civilité Président,Prénom Président,Nom Président,Adresse du siège_1,Adresse du siège_2,Adresse du siège_3,Code postal du siège - Ville du siège,Téléphone du siège,Fax du siège,Courriel du siège,Site internet,Adresse annexe_1,Adresse annexe_2,Adresse annexe_3,Code postal annexe - Ville annexe,Téléphone annexe,Fax annexe
76 - Occitanie,81 - Tarn,2 - Castres,218100659 - Castres,200003184,SM du SCOT d'Autan et de Cocagne,SMF,0,0,16/05/2006,16/05/2006,POPUL,,3,109317,1,CBUDG,0,0,0, ,0, ,M.,Alain,VAUTE,Espace Ressources,Le Causse Espace d'Entreprises,,81100 CASTRES,    ,    ,brigitte.masquelin@castres-mazamet.com,,Espace Ressources,Le Causse Espace d'Entreprises,,81115 CASTRES Cedex,05 63 73 50 77,    
76 - Occitanie,81 - Tarn,1 - Albi,218102762 - Salvagnac,200008167,SM du Tescou et du Tescounet,SMF,1,1,15/03/2007,15/03/2007,POPUL,,5,104183,6,CBUFI,0,0,0, ,0, ,M.,Jean-Claude,BOURGEADE,2 allée Jean Jaurès,,,81630 SALVAGNAC,    ,    ,s.mixte.tescou@orange.fr,,Les Sourigous,,,81630 SALVAGNAC,05 63 57 11 85,    
76 - Occitanie,81 - Tarn,1 - Albi,218100600 - Carmaux,200035483,"SM du SCOT du Carmausin, du Ségala, du Causse et du Cordais",SMF,0,0,15/12/2012,01/01/2013,MEMNB,,3,40742,1,CBUDG,0,0,0,,0,,M.,BERNARD,BOUVIER,2 rue du Gaz,,,81400 CARMAUX,    ,    ,,,,,, ,    ,    
76 - Occitanie,81 - Tarn,2 - Castres,218100311 - Le Bez,200055523,"SM pour les réseaux des écoles rurales du ""Sidobre"" et ""Vent d'Autan""",SMF,0,0,26/05/2015,26/05/2015,MEMNB,,14,20384,1,CBUDG,0,0,0,,0,,M.,François,BONO,,VIALAVERT,,81260 LE BEZ,05 63 75 80 29,05 63 75 62 09,CC.sidobrevaldagout0904@orange.fr,,MAISON DU SIDOBRE,VIALAVERT,,81260 LE BEZ,05 63 73 03 86,05 63 75 62 09
76 - Occitanie,81 - Tarn,1 - Albi,218103083 - Valence-d'Albigeois,200073807,SICTOM secteur Valence Valderiès,SMF,0,0,01/01/2016,01/01/2016,MEMNB,,2,7366,1,CBUFI,0,0,0,,0,,M.,Vincent,RECOULES,MAIRIE,,,81340 VALENCE D'ALBI,05 63 53 41 00,05 63 56 40 82,sictom-val81@orange.fr,,Pôle d'activités Val 81,45 avenue Pierre Souyris,,81340 VALENCE D'ALBIGEOIS,05 63 53 49 02,05 63 56 40 82
76 - Occitanie,81 - Tarn,1 - Albi,218101335 - Lamillarié,200074037,SM réseau d'écoles du Tarn Centre,SMF,0,0,27/12/2016,01/01/2017,MEMNB,,9,5985,1,CBUFI,0,0,0,,0,,Mme,CHLOE,FLOTTARD,Mairie,,,81120 LAMILLARIE,    ,    ,,,MAIRIE,,,81120 LOMBERS,05 63 55 53 08,05 63 55 65 25
76 - Occitanie,81 - Tarn,1 - Albi,218100907 - Fénols,200074045,"SM de RP Fénols, Lasgraisses et Orban",SMF,0,0,27/12/2016,01/01/2017,MEMNB,,2,1131,1,CBUFI,0,0,0,,0,,Mme,MARIE ODILE,RIBOUD,MAIRIE,,,81600 FENOLS,05 63 56 65 57,05 63 56 65 57,sirpflo.090@orange.fr,,MAIRIE - Le Bourg,,,81600 FENOLS,05 63 55 15 27,05 63 56 65 57
76 - Occitanie,81 - Tarn,2 - Castres,218101400 - Lavaur,200075711,SM pour la collecte et le traitement des ordures ménagères de la région de Lavaur,SMF,0,1,09/06/2017,09/06/2017,AUTR,,3,37006,1,CBUFI,0,0,0,,0,,M.,Michel,BOUYSSOU,35 route de Gaillac,,,81500 LAVAUR,    ,    ,sictom-lavaur@wanadoo.fr,,,Le Village,,81500 BELCASTEL,05 63 58 76 40,05 63 58 75 65
76 - Occitanie,81 - Tarn,2 - Castres,218100766 - Cuq-Toulza,200078582,SM des eaux de la montagne Noire,SMF,0,0,01/01/2018,01/01/2018,MEMNB,,30,44322,1,CBUFI,0,0,0,,0,,M.,BERNARD,VIALA,MAIRIE,,,81470 CUQ-TOULZA,05 63 75 71 17,05 63 75 53 65,siemn.cuq-toulza@wanadoo.fr,,"3, AV JEAN JAURES",,,81470 CUQ-TOULZA,05 63 82 54 82,05 63 75 53 65
76 - Occitanie,81 - Tarn,1 - Albi,218102804 - Le Ségur,200082071,SM de RP du Ségur et de la CC du Cordais et du Causse,SMF,0,0,19/07/2018,19/07/2018,MEMNB,,2,4914,1,CBUFI,0,0,0,,0,,M.,FREDERIC,GUIRAL,MAIRIE,,,81640 LE SEGUR,05 63 76 17 70,05 63 36 33 59,mairie.lesegur@wanadoo.fr,,Le Bourg,,,81640 LE SEGUR,05 63 76 17 70,05 63 36 33 59
76 - Occitanie,81 - Tarn,1 - Albi,218102259 - Rivières,200084507,SMAEP du Gaillacois,SMF,1,0,16/10/2018,01/01/2019,MEMNB,,43,77692,2,CBUFI,0,0,0,,0,,M.,François,VERGNES,station de pompage,Lieurac,,81600 RIVIERES,05 63 41 72 65,05 63 81 57 87,siaep.gaillacois@wanadoo.fr,,"Lieu-dit ""Lieurac""",,,81600 RIVIERES,05 63 41 74 08,05 63 81 57 87
76 - Occitanie,81 - Tarn,1 - Albi,218103083 - Valence-d'Albigeois,200085215,SMAEP de Valence - Valdériès,SMF,0,0,01/01/2019,01/01/2019,MEMNB,,3,7557,1,CBUFI,0,0,0,,0,,M.,GUY,GAVALDA,mairie,,,81340 VALENCE D'ALBI,05 63 53 41 00,05 63 56 40 82,siaep-valence-valderies@wanadoo.fr,,Pôle d'activité VAL 81,45 avenue Pierre Souyris,,81340 VALENCE D'ALBIGEOIS,05 63 53 49 02,05 63 56 40 82
76 - Occitanie,81 - Tarn,1 - Albi,218103190 - Villeneuve-sur-Vère,200085397,SMAEP de la Vère,SMF,0,0,28/11/2018,01/01/2019,MEMNB,,3,30882,1,CBUFI,0,0,0,,0,,M.,Alain,TROUCHE,MAIRIE,,,81130 VILLENEUVE SUR VERE,05 63 56 82 00,05 63 56 82 00,villeneuvesurvere@wanadoo.fr,,MAIRIE,,,81130 VILLENEUVE SUR VERE,05 63 56 82 00,05 63 56 82 00
76 - Occitanie,81 - Tarn,1 - Albi,218101194 - Laboutarie,200091676,SM pour la gestion du lagunage de Laboutarié,SMF,0,0,19/12/2019,01/01/2020,MEMNB,,2,1124,1,CBUFI,0,0,0,,0,,M.,Michel,GUITART,MAIRIE,,,81120 LABOUTARIE,05 63 42 01 50,05 63 42 18 44,mairie.montdragon@wanadoo.fr,,MAIRIE,"1, Place des Ecoles",,81440 MONTDRAGON,05 63 42 00 24,05 63 42 18 44
76 - Occitanie,81 - Tarn,1 - Albi,218102226 - Réalmont,200091692,SMAH du Dadou,SMF,0,0,19/12/2019,01/01/2020,MEMNB,,28,57374,1,CBUFI,0,0,0,,0,,M.,Claude,ROQUES,MAIRIE DE REALMONT,3 RUE DE L'HOTEL DE VILLE,,81120 REALMONT,05 63 79 25 80,05 63 55 65 62,dadou108@wanadoo.fr,,SIAH du Dadou ? ZAC LA PRADE,,,81120 REALMONT,05 63 38 16 99,05 63 55 65 62
76 - Occitanie,81 - Tarn,2 - Castres,218100212 - Aussillon,200092252,SM des vallées de l'Arnette et du Thoré,SMF,1,0,20/12/2019,01/01/2020,MEMNB,,2,27332,2,CBUFI,0,0,0,,0,,M.,Laurent,MONNIER,"3, Rue de Bradford",,,81200 AUSSILLON,05 63 97 71 80,05 63 98 95 43,administration@sivat.fr,,"3, Rue de Bradford",,,81200 aussillon,05 63 98 55 08,05 63 98 95 43
76 - Occitanie,81 - Tarn,2 - Castres,218102382 - Saint-Amans-Soult,200092286,SM de Saint-Amans,SMF,0,0,20/12/2019,01/01/2020,MEMNB,,3,2557,4,CBUFI,0,0,0,,0,,M.,ALEXIS,MOURET,MAIRIE,,,81240 SAINT AMANS SOULT,05 63 98 30 43,05 63 98 48 47,mairie@saint-amans-soult.fr,,MAIRIE,"5, Place Barthélémy Calvel",,81240 SAINT AMANS SOULT,05 63 98 30 43,05 63 98 48 47
76 - Occitanie,81 - Tarn,2 - Castres,218101301 - Lagarrigue,200092294,SMAEP du Pas des Bêtes,SMF,0,0,20/12/2019,01/01/2020,MEMNB,,2,17704,1,CBUFI,0,0,0,,0,,M.,Vincent,COLOM,MAIRIE,Le Bourg,,81100 LAGARRIGUE,05 63 35 50 41,    ,mairie@lagarrigue81.fr,,MAIRIE,,,81090 LAGARRIGUE,05 63 35 50 41,05 63 98 92 24
76 - Occitanie,81 - Tarn,2 - Castres,218101954 - Navès,200092302,SMAEP de Saïx - Navès,SMF,0,0,20/12/2019,01/01/2020,MEMNB,,2,4374,1,CBUFI,0,0,0,,0,,M.,PIERRE,CALMELS,MAIRIE,,,81100 NAVES,05 63 74 85 22,05 63 71 10 39,mairie-naves@wanadoo.fr,,"MAIRIE - 1, Bel Air",,,81710 NAVES,05 63 74 85 22,05 63 71 10 39
76 - Occitanie,81 - Tarn,1 - Albi,218100048 - Albi,258100072,Syndicat départemental d'énergie du Tarn,SMF,0,0,12/06/1937,12/06/1937,POPUL,,282,400016,3,CBUFI,0,0,0, ,0, ,M.,ALAIN,ASTIE,"2, rue Gustave Eiffel - Zone d'Albitech",,,81000 ALBI,05 63 43 21 40,05 63 54 46 31,direction@sdet.fr,,2 RUE GUSTAVE EIFFEL - ZONE D'ALBITECH,,,81000 ALBI,05 63 43 21 40,05 63 54 46 31
76 - Occitanie,81 - Tarn,2 - Castres,218100378 - Brassac,258101625,SM pour l'exploitation du minicar d'Anglès-Brassac,SMF,0,0,24/05/1991,24/05/1991,MEMNB,,9,11815,1,CBUFI,0,0,0, ,0, ,Mme,Brigitte,PAILHE-FERNANDEZ,MAIRIE,,,81260 BRASSAC,05 63 74 00 18,05 63 74 57 44,mairie.brassac.agout@wanadoo.fr,,MAIRIE - Place de l'hôtel de Ville,,,81260 BRASSAC,05 63 74 00 18,05 63 74 57 44
76 - Occitanie,81 - Tarn,1 - Albi,218100618 - Castanet,258101823,SM de RP Vère-Lézert,SMF,0,0,23/07/1993,23/07/1993,MEMNB,,3,1284,1,CBUDG,0,0,0, ,0, ,Mme,Annie,CARAYON,MAIRIE,,,81150 CASTANET,05 63 56 80 55,05 63 56 80 55,sirp.vere-lezert@wanadoo.fr,,MAIRIE,,,81150 CASTANET,05 63 56 80 55,05 63 56 80 55
76 - Occitanie,81 - Tarn,2 - Castres,218102390 - Saint-Amans-Valtoret,258102342,SM du réseau des écoles de la vallée du Thoré,SMF,0,0,16/05/2002,16/05/2002,AUTR,Modalités de représentation des membres définies par les statuts,2,6789,1,CBUFI,0,0,0, ,0, ,M.,JACQUES,ASSEMAT,MAIRIE,,,81240 ST-AMANS-VALTORET,05 63 98 30 28,05 63 98 31 24,,,MAIRIE,,,81240 ST AMANS VALTORET,05 63 98 30 28,05 63 98 31 24
76 - Occitanie,81 - Tarn,1 - Albi,218102572 - Saint-Juéry,258102458,SM du SCOT du Grand Albigeois,SMF,0,0,08/11/2005,08/11/2005,POPUL,,3,102526,1,CBUFI,0,0,0, ,0, ,Mme,ELISABETH,CLAVERIE,Communauté d'agglomération de l'Albigeois,Parc François MITTERRAND,,81160 SAINT JUERY,05 63 45 72 47,05 63 45 72 45,denis.raysseguier@grand-albigeois.fr,,Communauté d'agglomération de l'Albigeois,parc François MITTERRAND,,81160 SAINT JUERY,05 63 76 05 33,05 63 45 72 45
76 - Occitanie,81 - Tarn,1 - Albi,218100998 - Gaillac,200002517,SM du bassin versant du Tarn aval,SMO,0,0,09/03/2006,09/03/2006,POPUL,,8,244085,5,CBUDG,0,0,0, ,0, ,M.,Christophe,HERIN,Abbaye Saint-Michel,,,81600 GAILLAC,    ,    ,sm.riviere.tarn@orange.fr,,Abbaye Saint-Michel,,,81600 GAILLAC,05 63 41 30 90,    
76 - Occitanie,81 - Tarn,1 - Albi,218100048 - Albi,200020220,"SM ""Les portes du Tarn""",SMO,1,1,25/05/2009,25/05/2009,POPUL,,4,47608,3,CBUDG,0,0,0, ,0, ,M.,Christophe,RAMOND,Hôtel du département,Lices Georges Pompidou,,81013 ALBI Cédex 09,05 63 45 64 64,05 63 45 65 12,dominique.borgomano@tarn.fr,,Hôtel du Département du Tarn ? Lices Pompidou,,,81000 ALBI,05 67 89 63 29,05 63 45 65 12
76 - Occitanie,81 - Tarn,2 - Castres,218101053 - Graulhet,258100536,SM construction et exploitation barrage de la Bancalie sur le Lézert,SMO,0,0,28/09/1972,28/09/1972,POPUL,,5,57374,1,CBUDG,0,0,0, ,0, ,Mme,FLORENCE,BELOU,MAIRIE,,,81300 GRAULHET,05 63 42 85 50,05 63 42 85 69,veronique.medale@mairie-graulhet.fr,,MAIRIE,Place E. Théophile,,81300 GRAULHET,05 63 42 85 60,05 63 42 85 69
76 - Occitanie,81 - Tarn,2 - Castres,218100659 - Castres,258100544,SM de l'aéroport régional de Castres-Mazamet,SMO,0,0,24/06/1986,24/06/1986,POPUL,,20,112238,1,AUCUN,0,0,0, ,0, ,M.,MICHEL,DHOMPS,C.C.I. DE CASTRES MAZAMET,Allées Alphonse Juin,BP 217,81101 CASTRES CEDEX,05 63 51 46 46,05 63 51 46 99,aeroport@castres-mazamet.cci.fr,www.castres-mazamet.cci.fr,CCI du Tarn,"40, Allée Alphonse Juin",BP 30217,81101 CASTRES CEDEX,05 67 46 60 00,05 63 51 46 99
76 - Occitanie,81 - Tarn,1 - Albi,218100642 - Castelnau-de-Montmiral,258100783,SM étude et aménagement base de loisirs Vère - Grésigne,SMO,0,0,14/06/1983,14/06/1983,MEMNB,,2,75803,1,CBUDG,0,0,0, ,0, ,M.,Michel,BONNET,MAIRIE ANNEXE,,,81140 CASTELNAU DE MONTMIRAL,05 63 33 10 18,05 63 33 17 60,blvg81@orange.fr,,Le Foirail,,,81140 CASTELNAU DE MONTMIRAL,05 63 33 16 00,05 63 33 17 60
76 - Occitanie,81 - Tarn,1 - Albi,218102572 - Saint-Juéry,258100833,SM du saut du Tarn,SMO,0,0,24/05/1983,24/05/1983,POPUL,,3,9401,1,CBUDG,0,0,0, ,0, ,Mme,EVA,GERAUD,Musée du Saut du Tarn,2 impasse des Aciéries,,81160 SAINT JUERY,    ,    ,,,MAIRIE,,,81160 SAINT JUERY,05 63 78 22 80,05 63 78 22 99
76 - Occitanie,81 - Tarn,2 - Castres,218100659 - Castres,258100932,SM gestion école de musique et de danse du Tarn,SMO,0,0,27/08/1984,27/08/1984,POPUL,,12,160911,1,CBUDG,0,0,0, ,0, ,M.,Laurent,VANDENDRIESSCHE,"10, Bd P. MENDES-FRANCE",,,81100 CASTRES,05 63 59 84 00,05 63 59 95 77,contact@cndtarn.fr,www.enmdt.com,12 BD P. MENDES-FRANCE,,,81100 CASTRES,05 63 59 84 00,05 63 59 95 77
76 - Occitanie,81 - Tarn,1 - Albi,218100048 - Albi,258101369,SM réalisation CRITT Tarnais conception création industrielle de produits,SMO,0,1,31/03/1989,31/03/1989,AUTR,,2,84692,2,CBUDG,0,0,0,,0,,M.,ROLAND,GILLES,MAIRIE,,,81100 ALBI,05 63 49 10 10,05 63 49 10 50,,,MAIRIE,,,81000 ALBI,05 63 49 10 10,05 63 49 10 50
76 - Occitanie,81 - Tarn,1 - Albi,218100048 - Albi,258101476,SM de développement de l'enseignement supérieur (Sup' Albi-Tarn),SMO,0,0,05/04/1990,10/01/2012,MEMNB,,2,84692,1,AUCUN,0,0,0, ,0, ,M.,Jean-Michel,BOUAT,MAIRIE D'ALBI,16 rue de l'Hôtel de Ville,,81000 ALBI,05 63 49 10 10,05 63 49 10 50,stephane.ozouf@mairie-albi.fr,,MAIRIE d'ALBI,16 rue de l'hôtel de ville,,81000 ALBI,05 63 49 14 26,05 63 49 10 50
76 - Occitanie,81 - Tarn,2 - Castres,218102887 - Sorèze,258101781,SM de l'abbaye école de Sorèze,SMO,0,1,29/03/1993,29/03/1993,MEMNB,,3,2932,1,AUCUN,0,0,0, ,0, ,Mme,CLAUDIE,BONNET,rue Saint-Martin BP 90025,,,81540 Sorèze,05 63 50 86 38,    ,abbaye-ecole.soreze@cg81.fr,,Rue Saint-Martin,BP 90025,,81540 SOREZE,05 63 50 86 38,05 63 45 65 12
76 - Occitanie,81 - Tarn,2 - Castres,218100659 - Castres,258101815,"SM développement, enseignement supérieur, recherche, transfert de technologie Sud du Tarn",SMO,0,1,17/05/1993,17/05/1993,AUTR,,3,80646,1,CBUDG,0,0,0, ,0, ,M.,Jacques,LIMOUZY,Esp. Ressources/Le Causse Esp/Entreprises,,,81115 CASTRES,05 63 62 11 64,05 63 62 11 76,contact.syndicatmixte@iut-tlse3.fr,,AV GEORGES POMPIDOU,,,81100 CASTRES,05 63 62 11 64,05 63 62 11 76
76 - Occitanie,81 - Tarn,2 - Castres,218101202 - Labruguière,258101963,SM du bassin de l'Agout,SMO,1,1,05/05/1995,05/05/1995,POPUL,,15,237188,6,CBUDG,0,0,0, ,0, ,M.,Jean-Louis,BATTUT,10 ZONE DE LA SIGOURRE,,,81290 LABRUGUIERE,05 63 50 14 32,05 63 50 14 42,,,10 zone de la sigourre,,,81290 LABRUGUIERE,05 63 50 14 32,05 63 50 14 42
76 - Occitanie,81 - Tarn,1 - Albi,218100048 - Albi,258102003,SM du Palais de la Berbie,SMO,0,0,14/09/1995,14/09/1995,MEMNB,,2,50741,1,CBUDG,0,0,0, ,0, ,M.,Christophe,RAMOND,Hôtel du département,,,81000 ALBI,05 63 45 64 64,05 63 45 65 12,jean-pierre.massol@tarn.fr,,Hôtel du département,"35, Lices Georges Pompidou",,81013 ALBI cedex 9,05 63 45 64 50,05 63 45 65 12
76 - Occitanie,81 - Tarn,1 - Albi,218101178 - Labessière-Candeil,258102169,SM départemental valorisation déchets ménagers et assimilés,SMO,0,1,13/04/1999,13/04/1999,MEMNB,,14,306972,1,CBUDG,0,0,0, ,0, ,M.,DANIEL,VIALELLE,Courtials,,,81300 LABESSIERE-CANDEIL,05 63 81 23 00,05 63 81 23 01,secretariat@trifyl.fr,,Les Courtials - Route de Sieurac,,,81300 LABESSIERE-CANDEIL,05 63 81 23 00,05 63 81 23 01
76 - Occitanie,81 - Tarn,1 - Albi,218101012 - Le Garric,258102284,SM aménagement de la découverte (SMAD),SMO,0,1,02/10/2000,02/10/2000,MEMNB,,3,30436,1,CBUDG,0,0,0, ,0, ,M.,CHRISTOPHE,RAMOND,La maison de la découverte,,,81450 LE GARRIC,05 63 80 29 00,05 63 80 23 71,direction.smad@capdecouverte.com,www.capdecouverte.com,Site de Cap découverte,,,81450 LE GARRIC,05 63 80 29 07,05 63 80 23 71
76 - Occitanie,81 - Tarn,1 - Albi,218102754 - Salles,258102441,SM de rivière Cérou Vère,SMO,0,1,29/06/2005,29/06/2005,POPUL,,7,52304,2,CBUDG,0,0,0, ,0, ,M.,Christian,PUECH,MAIRIE,,,81640 SALLES SUR CEROU,05 63 76 13 59,05 63 76 13 59,secretariat@cerouvere.fr,,Plateau de la Gare,,,81640 SALLES SUR CEROU,05 63 36 45 58,05 63 76 13 59
76 - Occitanie,81 - Tarn,1 - Albi,218100600 - Carmaux,200049161,Pôle territorial de l'Albigeois et des Bastides,PETR,0,0,20/11/2014,01/01/2015,POPUL,,5,58576,2,CBUFI,0,0,0,,0,,M.,Didier,SOMEN,2 rue du Gaz,,,81400 CARMAUX,    ,    ,contact@pays-albigeois-bastides.org,,"2, rue du gaz",,,81400 CARMAUX,05 63 36 87 01,    
76 - Occitanie,81 - Tarn,2 - Castres,218100378 - Brassac,200052660,PETR des Hautes Terres d'Oc,PETR,0,0,26/09/2014,26/09/2014,POPUL,,2,21061,3,CBUDG,0,0,0,,0,,M.,Jean-Marie,FABRE,Hôtel de Ville,,,81260 BRASSAC,05 63 74 01 29,05 63 74 55 80,contact@hautesterresdoc.fr,,,,, ,    ,05 63 74 55 80
76 - Occitanie,81 - Tarn,2 - Castres,218102713 - Saint-Sulpice-la-Pointe,200053544,PETR du Pays de Cocagne,PETR,0,0,27/07/2015,03/08/2015,POPUL,,3,68013,1,CBUDG,0,0,0,,0,,M.,Bernard,CARAYON,Espace ressources,rond-point de gabor,,81370 SAINT SULPICE LA POINTE,05 63 41 89 12,    ,contact@payscocagne.org,,,,, ,    ,    
76 - Occitanie,82 - Tarn-et-Garonne,2 - Montauban,218201218 - Montauban,248200099,CA Grand Montauban,CA,0,0,21/12/1999,21/12/1999,RDC,,11,79982,38,FPU,0,0,0, ,1, ,M.,Thierry,DEVILLE,Hôtel de ville,BP 764,,82013 MONTAUBAN CEDEX,05 63 22 12 00,05 63 93 58 00,mairiemontauban@montauban.com,grandmontauban.com,Hôtel de ville,BP 764,,82013 MONTAUBAN CEDEX,05 63 22 12 00,05 63 93 58 00
76 - Occitanie,82 - Tarn-et-Garonne,1 - Castelsarrasin,218200947 - Lauzerte,200040418,CC du Pays de Serres en Quercy,CC,0,0,31/12/2013,31/12/2013,RDC,,22,8591,30,AAZSE,0,0,0,,0,,M.,Claude,VERIL,MAIRIE,,,82110 LAUZERTE,05 63 94 65 14,05 63 94 65 84,accueil@cdc-psq.fr,,9 place des Cornières,M. MARY,N° tél M. VERIL : 06-72-38-01-87,82110 Lauzerte,05 63 94 64 78,05 63 94 65 84
76 - Occitanie,82 - Tarn-et-Garonne,1 - Castelsarrasin,218200335 - Castelsarrasin,200066322,CC Terres des Confluences,CC,0,0,01/01/2017,01/01/2017,ACCOR,,22,42360,27,FPU,1,0,0,,0,,M.,Dominique,BRIOIS,636 rue des Confluences,,,82100 CASTELSARRASIN,05 63 32 75 00,    ,m.gautreau@terresdeconfluences.fr            l.villeger@terresdeconfluences.fr,,2006 route de Moissac,BP 50046,,82100 CASTELSARRASIN,05 63 95 56 00,    
76 - Occitanie,82 - Tarn-et-Garonne,2 - Montauban,218200798 - Labastide-Saint-Pierre,200066652,CC Grand Sud Tarn et Garonne,CC,0,0,09/09/2016,01/01/2017,RDC,,25,42694,24,FPU,0,0,0,,0,,Mme,Marie-Claude,NEGRE,"120, rue Jean Jaurès",,,82370 LABASTIDE SAINT-PIERRE,05 63 30 03 31,05 63 30 03 32,cdc-grisolles.villbrumier@info82.com,,IDEM,,, ,    ,05 63 30 03 32
76 - Occitanie,82 - Tarn-et-Garonne,2 - Montauban,218201341 - Nègrepelisse,200066884,CC Quercy Vert-Aveyron,CC,0,0,09/09/2016,01/01/2017,RDC,i,13,22608,23,ASZSE,0,0,0,,0,,M.,Morgan,TELLIER,maison de l'intercommunalité et des services publics,"370, avenue du 8 mai 1945",BP 80035,82800 NEGREPELISSE,05 63 30 90 90,05 63 30 90 91,cctva@info82.com,,,,, ,    ,05 63 30 90 91
76 - Occitanie,82 - Tarn-et-Garonne,2 - Montauban,218200871 - Lafrançaise,200067122,CC Coteaux et Plaines du Pays Lafrançaisain,CC,0,0,04/11/2016,01/01/2017,ACCOR,,11,11222,22,FPU,0,0,0,,0,,M.,Thierry,DELBREIL,33 Rue Mary LAFON,,,82130 LAFRANCAISE,05 63 65 91 90,05 63 65 91 92,cc.sql@wanadoo.fr,,,,, ,    ,05 63 65 91 92
76 - Occitanie,82 - Tarn-et-Garonne,1 - Castelsarrasin,218201861 - Valence,248200016,CC des Deux Rives,CC,0,1,24/12/2001,01/01/2002,RDC,,28,19199,32,ASZSE,0,0,0, ,0, ,M.,Jean-Michel,BAYLET,rue du général Vidalot,BP 75,,82400 VALENCE D'AGEN,05 63 29 92 00,05 63 29 92 01,info@cc-deuxrives.fr ; pascal.brajoux@cc-deuxrives.fr,,rue du général Vidalot BP 75,,,82400 VALENCE D'AGEN,05 63 29 92 00,05 63 29 92 01
76 - Occitanie,82 - Tarn-et-Garonne,2 - Montauban,218200376 - Caussade,248200057,CC du Quercy Caussadais,CC,0,0,30/12/1996,30/12/1996,RDC,,19,20870,25,ASZSE,0,0,0, ,1, ,M.,Guy,ROUZIES,Chemin de Guillalmet,Zone Industrielle de Meaux,,82300 CAUSSADE,05 63 93 28 66,05 63 93 29 54,,,IDEM,,, ,    ,05 63 93 29 54
76 - Occitanie,82 - Tarn-et-Garonne,1 - Castelsarrasin,218200137 - Beaumont-de-Lomagne,248200065,CC de la Lomagne Tarn-et-Garonnaise,CC,0,0,02/06/1997,02/06/1997,ACCOR,,31,10304,23,FPU,1,0,0, ,0, ,M.,Bernard,SALOMON,413 route d'Esparsac,,,82500 BEAUMONT DE LOMAGNE,05 63 02 32 52,05 63 02 43 01,,,BP 34,ou,M. MARY au conseil général,82500 BEAUMONT DE LOMAGNE,05 63 65 34 26,05 63 02 43 01
76 - Occitanie,82 - Tarn-et-Garonne,2 - Montauban,218201556 - Saint-Antonin-Noble-Val,248200107,CC du Quercy Rouergue et des Gorges de l'Aveyron,CC,0,1,23/12/1997,23/12/1997,ACCOR,,17,7846,33,FPU,0,0,0,redevance spéciale ordures ménagères,1,,M.,Gilles,BONSANG,mairie,,,82140 SAINT ANTONIN NOBLE VAL,05 63 30 67 01,05 63 30 58 68,Courriel ccqrga@wanadoo.fr,,,,, ,    ,05 63 30 58 68
76 - Occitanie,82 - Tarn-et-Garonne,1 - Castelsarrasin,218200723 - Golfech,200056364,SM d'eau potable (SMEP),SIVU,0,1,31/12/2015,31/12/2015,MEMNB,,25,31026,1,AUCUN,0,0,0,,0,,M.,Bruno,DOUSSON,Syndicat mixte d'eau potable,10 rue des lilas,,82400 Golfech,05 63 39 93 18,05 63 29 28 49,,,id,,, ,    ,    
76 - Occitanie,82 - Tarn-et-Garonne,1 - Castelsarrasin,218200228 - Bourg-de-Visa,258200088,SIVU des eaux de la région de Bourg-de-Visa,SIVU,0,0,24/11/1956,24/11/1956,MEMNB,,7,1897,1,CBUDG,0,0,0,,0,,M.,Jean,BENOIS,le bourg,,,82190 Touffailles,05 63 95 68 2,    ,,,idem,,, ,    ,    
76 - Occitanie,82 - Tarn-et-Garonne,2 - Montauban,218200376 - Caussade,258200146,SIVU Caussade - Monteils - Parc de la Lère,SIVU,0,0,19/06/1979,19/06/1979,MEMNB,,2,8499,1,CBUDG,0,0,0,,0,,M.,Jacques,SOULIE,mairie,,,82300 CAUSSADE,05 63 93 10 45,    ,,,,,, ,    ,    
76 - Occitanie,82 - Tarn-et-Garonne,1 - Castelsarrasin,218200426 - Cazes-Mondenard,258200310,"SIVU des eaux de Cazes, Sauveterre, Tréjouls",SIVU,0,0,28/01/1971,28/01/1971,MEMNB,,3,1626,1,CBUDG,0,0,0,,0,,M.,Jean-Marc,BELVEZE,Mairie de Cazes Mondenard,,,82110 Cazes-Mondenard,05 63 95 83 44,05 63 95 80 49,,,idem,,, ,    ,05 63 95 80 49
76 - Occitanie,82 - Tarn-et-Garonne,1 - Castelsarrasin,218200947 - Lauzerte,258200369,SIVU des eaux de la région de Lauzerte et de Montaigu,SIVU,0,0,12/06/1956,12/06/1956,MEMNB,,5,3336,1,CBUDG,0,0,0,,0,,M.,Thierry,OLIVIER,Mairie de Lauzerte,,,82110 Lauzerte,05 63 94 65 14,05 63 94 65 84,,,Mairie de Ste Juliette,,, ,05 63 94 67 21,05 63 94 65 84
